Comments,HateSpeech,Emotion
????? ??? ?? ???? ?????? ???? ???? ??? ???? ??? ??? ,hate,sad
?? ???????? ?? ????? ?? ??????? ??? ?????? ???? ???? ?????? ,hate,sad
????????,hate,angry
????? ???? ??? ??? ???? ??? ??,hate,sad
??????? ?????? ?????? ???? ??? ????? ???,hate,sad
"???? ?????, ????",hate,angry
??????? ?????? ??? ???? ??????? ,hate,happy
???,hate,angry
"???? ???? ??????? ???,",hate,angry
"?? ???? ??????? ?? ???, ????? ???? ???? ??? ???? ?????,",hate,angry
??????? ??? ?????,hate,sad
???? ???? ?? ??? ??? ?????,hate,angry
?????? ???? ??? ????? ???? ???.,hate,sad
??????????,hate,angry
?? ????? ??? ???? ?????? ?? ???? ??? ,hate,angry
???? ?????? ???? ????????,hate,sad
????? ????,hate,sad
???? ???? ?????? ???? ????,hate,sad
????? ??????,hate,sad
??????? ?????? ??? ?? ???? ??? ??,hate,angry
??? ??,hate,angry
??? ???????? ???,nonhate,happy
????? ?? ????? ?????? ?? ???? ???? ???? ?????? ?? ????,hate,happy
??????? ?????,hate,happy
? ????? ????? ??????? ??? ?????? ????,hate,sad
????? ??? ???? ???? ????? ???,hate,sad
????? ????????? ?? ??????,hate,angry
??? ??????? ???? ????,hate,angry
?????? ?????? ??? ??? ??,hate,sad
???? ?????? ????? ?? ???? ???????,nonhate,happy
???????? ?????? ???????? ?????? ?????? ??????,hate,sad
???? ???? ??? ??????? ??????? ???,hate,sad
???? ???? ???? ??? ??? ??? ?????? ??? ???,hate,angry
??? ???? ??? ?????? ????? ????? ???,nonhate,happy
????? ?????? ?? ???? ????,hate,happy
??? ???? ????,hate,angry
?????? ????? ???,hate,angry
???? ????? ?????? ????????? ??? ?????? ???? ,hate,sad
????????? ?????? ?? ???????? ???? ?????? ??,hate,angry
???? ????????? ???,hate,angry
? ????????? ????? ????? ?????? ????? ??? ????,hate,sad
?? ???? ???? ???,hate,sad
??? ???? ????? ???? ??? ???? ?? ??????,nonhate,happy
????? ???? ???? ????????? ?? ???? ????? ???????? ??????? ??????,hate,angry
"??? ?? ????? ???? ??? ????? ??????? ??,",hate,angry
???? ????? ??? ????? ?????,hate,sad
???? ????? ??????? ??? ???? ???? ??? ??? ??? ????? ???? ???? ????? ????,hate,sad
????? ???? ????? ?????,hate,angry
???? ???? ????? ?????? ?? ?? ?? ??? ???? ?? ????? ???,hate,angry
????? ??? ??? ????? ????? ?? ????,hate,angry
???? ?????? ?????? ???? ?? ????? ??? ??????? ????? ???,hate,sad
??? ?????? ???? ????? ??? ????? ??????? ????? ?????,hate,angry
??????????? ?????? ????? ????? ???? ??? ???????? ?????? ????? ??????,hate,sad
???? ??? ????? ???? ??????? ????????? ??,hate,sad
??? ???? ??? ??? ???? ????? ??????,hate,sad
???? ????? ????????? ?????? ????? ???? ???? ???? ????? ????? ????? ???? ????? ,hate,happy
"????? ??? ???? ???? ?????,",hate,sad
"????? ???,",hate,angry
"????? ????? ?????, ??? ???? ?? ??? ???? ?????",hate,angry
??? ????? ??? ????? ???? ???? ??? ??????? ??? ???? ???? ???? ??,hate,angry
???? ??? ???? ???? ?? ???? ??? ??? ??? ?? ???? ??? ???? ???? ????? ????,hate,angry
???? ????!,hate,angry
??? ????? ???? ?????? ????,hate,sad
???? ????? ???? ?? ??? ???? ???? ?????? ?????? ??? ??? ??? ???? ????? ???,hate,sad
??? ???? ???? ??? ????? ?? ??????? ?? ?????? ????? ??? ????? ?? ????,hate,angry
????? ????? ?????,hate,sad
????? ???? ???????? ???????? ??? ?????,hate,sad
????? ???? ?????,hate,happy
???? ?????? ??? ?????? ???? ???? ?? ???? ????? ??? ?????? ????? ?????,hate,angry
???? ????? ???? ???? ??????,hate,sad
????? ??? ??? ???? ????? ??????,hate,angry
?????? ???? ??? ???????? ???? ?????????? ????? ???? ?????????? ???? ??,hate,sad
???? ????,hate,angry
???????? ??????,hate,angry
????? ?? ???? ?????,hate,angry
????? ????? ??????? ???? ???,hate,sad
????? ??? ????? ???? ?????????,hate,sad
????? ????? ????? ??? ?? ????? ?????? ??,hate,angry
??????? ?????? ?? ?? ??? ????? ??????? ???? ???? ???,hate,angry
??????? ?????? ???? ????? ???? ????? ? ??? ??? ??? ????? ????,hate,angry
??? ?? ??????? ???? ??,hate,angry
????? ???? ????? ??????,hate,angry
????? ?????? ??? ????? ???? ??? ???? ?? ?? ?????? ?????? ???? ???? ????,hate,angry
????? ???? ?????,hate,happy
????? ???? ???????? ???????? ??? ?????,hate,sad
??? ?????? ??? ?????? ???? ???? ?? ???? ????? ??? ?????? ????? ?????,hate,angry
???? ????? ???? ???? ??????,hate,sad
????? ??? ??? ???? ????? ??????,hate,angry
???????? ??????,hate,angry
????? ?? ???? ?????,hate,angry
????? ?????? ??? ????? ???? ??? ???? ?? ?? ?????? ?????? ???? ???? ????,hate,angry
???? ???,nonhate,happy
??????? ??? ????????? ????? ??????,hate,sad
????? ???? ??? ???? ???????????? ?? ??? ???? ??,hate,sad
?????? ??? ???? ??? ???  ????? ??????,nonhate,sad
"????? ?????? ???? ??? ??? ?????? ???,",hate,angry
???? ???????,nonhate,sad
????? ?????,hate,angry
??????? ????? ??????? ???? ?????? ???? ??????? ????? ????? ???.,nonhate,happy
????? ???? ???,hate,angry
???????? ??????? ????,nonhate,sad
???? ????? ??,hate,sad
????? ????????,hate,angry
????? ???????? ????? ?????? ???? ???? ??,hate,sad
???? ????? ??? ???? ????,hate,angry
??? ???? ???? ???? ?????? ? ????? ???? ,nonhate,happy
????? ?????? ??? ,nonhate,happy
"???????? ?? ????, ??? ????? ????",hate,angry
?????? ????? ??? ?????? ??????????? ???? ?? ???? ??? ???? ,hate,angry
"???? ???????, ?????? ??? ???? ???, ???? ???? ??? ???? ",hate,angry
?????? ???? ???? ?? ???? ???? ???,hate,sad
??????? ???,hate,angry
???? ????? ??????? ????? ??? ??? ????,hate,angry
??? ??? ??????,nonhate,sad
"?????? ????????? ??????? ????????, ????? ???? ?? ?? ??????? ????????? ??,",hate,angry
???? ?? ??????? ???? ??? ????,hate,angry
???? ???? ?????? ????? ??? ??? ?? ????,hate,happy
????? ???? ??? ????? ?????? ???? ???,hate,sad
??? ???? ?? ???? ???????? ?? ??????? ?????? ??,hate,sad
??? ?? ???? ????? ????? ????,hate,sad
??? ????? ????? ???? ?? ?????? ???????? ???? ???? ,nonhate,sad
?? ???? ??? ?? ??????? ??? ?????? ???? ????,nonhate,happy
??? ??? ???? ????? ????? ???? ?? ???? ?????? ????? ?????? ????? ,hate,sad
????? ???? ???? ????? ??? ????? ? ???,nonhate,happy
??? ?? ??? ?????????? ??????? ???? ,hate,sad
??? ????????,hate,angry
??????,hate,angry
"???? ???? ???? ???, ????? ????????????? ???",hate,sad
?????? ????? ????,hate,angry
??? ?????? ???????,hate,sad
?????? ????????? ????? ?? ??????? ?????? ?????? ???????? ,hate,sad
????? ??????? ?????? ????????? ???? ???? ?????,hate,angry
???? ?????,hate,angry
"????? ??? ???????? ????? ??? ???????? ???? ????? ????? ???? ???,",hate,angry
???? ??????? ???,hate,angry
????????? ????????? ??????? ???? ?????? ????? ???????? ????,hate,sad
????? ??????? ????,hate,sad
?? ???? ???? ???? ?????? ???? ??????,nonhate,sad
??????? ???? ???? ?????? ?????? ?????,hate,sad
???? ??? ??? ??? ???? ???? ??? ???? ???? ??? ?????? ???? ???,nonhate,happy
?????? ???? ????? ?? ???????? ???? ????? ????? ,nonhate,happy
???? ????? ???? ??????,hate,sad
?? ????? ?????? ???? ?????????,hate,sad
???? ??? ????? ????? ????? ???? ??????? ???? ???? ?????? ?????? ??????,hate,sad
?? ????? ?????? ???? ?????????,hate,sad
?????? ?????,hate,angry
??? ???? ???? ???? ?????? ??????,hate,angry
???? ?? ??? ???? ?? ?? ? ?? ??,hate,sad
??? ???? ???????? ???? ????,hate,angry
???? ?????? ???? ????? ???? ???? ?????,hate,angry
????? ???? ??? ??? ????? ???? ????,hate,sad
???? ???? ???? ???? ?????,hate,angry
"?? ???? ????????, ??? ??? ?????? ???? ",hate,angry
???? ???? ?????? ????????,hate,sad
???? ????????? ??? ,hate,angry
????? ???? ???? ??? ?????? ????? ???? ???? ??? ,hate,angry
??????????,hate,sad
"?? ????? ????????, ??? ???????? ?????? ?????",nonhate,happy
???? ???? ????????,hate,angry
"????? ?? ?? ????? ???, ??? ???????? ??????????! ",hate,sad
?? ????? ????? ?? ?????? ????? ??? ???? ???? ????!,hate,angry
???? ?? ?????,nonhate,happy
????? ???? ?????,hate,sad
????? ???? ?? ?? ???? ,nonhate,happy
.??? ???? ????? ??? ??? ?? ?????,nonhate,sad
????? ??? ?????,hate,angry
??? ????? ????? ????,hate,angry
??? ??? ????? ????? ???? ???? ????,hate,angry
??? ???? ????? ????? ?????,hate,sad
?????? ??? ??? ??? ??????? ??? ??? ???,hate,angry
"?????????? ??? ?????? ??, ????? ????? ????????? ?????? ?????????? ?????? ????",hate,sad
???? ???????? ??? ??????? ???? ???? ????? ?????? ,hate,angry
??????? ?????? ?????? ????? ????? ,hate,sad
????????? ????,hate,sad
???????? ???? ???? ?????,hate,sad
?? ????? ???? ???????? ??? ????? ?? ?? ??? ??? ???.,hate,angry
???? ?????? ?????? ???? ? ??? ?????? ????? ? ??? ???? ??? ???? ?????? ????,hate,angry
???????? ?????? ,hate,angry
??????? ???? ?????,hate,angry
??????? ?????,hate,angry
??????? ?????? ?????? ???? ???? ???? ??? ????? ???? ???? ???,hate,sad
?? ????? ??????? ?????? ?????? ? ??????????,hate,angry
"???? ???? ???????? ??????? ????? ???????? ??,",hate,angry
"??? ????? ???? ?????? ???? ???? ???? ???? ????, ???? ?? ???????? ??? ???? ???",hate,angry
????? ???? ??? ???? ????? ???? ????? ??????,hate,sad
????? ??? ?????? ???? ?????,hate,angry
???? ???? ??? ????? ??????? ????? ???? ?????,hate,sad
?????? ????? ???? ????,hate,sad
?? ????? ??????? ?????? ??????? ??????,hate,sad
?????? ???? ??? ???? ,hate,angry
???? ???????,hate,angry
???????? ?????? ??????? ??? ???? ?? ??? ???,hate,angry
???? ???? ??????? ??? ???? ?? ??? ???,hate,sad
??? ??? ?? ????? ???? ???????????? ???? ??????? ?? ,hate,angry
????? ????? ???? ???? ???? ???? ,hate,sad
?????? ?????? ????? ? ????? ?? ???? ????? ????? ???? ??? ????,hate,sad
??? ?????? ??? ????? ??????? ??????? ????? ??? ?????? ??? ??? ?????,hate,angry
??????? ??????,hate,angry
??? ???? ??? ???? ,hate,angry
??????? ???? ???? ???? ???????? ???? ?????? ??? ?????????? ?????? ???,hate,angry
???? ???? ??? ???? ???? ??? ?????? ????,hate,angry
?? ???? ????? ?? ????? ???? ?????? ???,hate,angry
? ??? ??????? ???????? ?????,hate,angry
????? ?? ???? ????? ?????????? ????? ??? ??????? ???? ???? ????,hate,sad
???????????? ,hate,angry
????? ???? ??? ?????????? ????? ?? ??? ?????? ????? ???? ?????,hate,angry
"????? ??????,",hate,angry
???? ???? ??????????? ???? ???? ??,hate,angry
???? ??? ?? ??? ?? ?????? ? ??? ?? ??????? ??????? ?? ??? ??? ???? ?????,hate,sad
?????? ? ??????? ???????,nonhate,happy
????? ?????? ????? ????? ????? ???? ????? ??,nonhate,sad
?? ????? ??????????,hate,angry
????????? ???? ?? ?? ??????? ?????,hate,angry
?????? ?????,hate,angry
"?????? ?? ?????, ???? ?? ??? ??? ??? ",hate,angry
?????? ???? ???? ?????? ??? ??? ,hate,angry
???????? ?? ????,nonhate,sad
????? ????? ???? ???? ??,hate,angry
???? ??? ? ????? ????? ???? ? ?? ???,nonhate,happy
????? ????????,hate,angry
"?????, ????? ",hate,angry
?????? ???? ????? ????? ???? ???? ????? ?????? ??????? ,hate,sad
????? ?? ??????? ???? ??? ??? ???,hate,sad
???? ????? ????? ????? ,nonhate,happy
???? ? ????? ?? ????? ??? ???? ???? ???? ,hate,angry
?? ??? ??? ?????? ????!,hate,angry
???? ????? ?? ???? ???? ?? ???? ??? ?????,hate,sad
????? ???? ????? ???? ????,hate,sad
"????, ????? ??",hate,angry
?? ????,hate,happy
??? ??? ?????? ????? ?? ????? ?? ????? ????,nonhate,happy
???? ????? ???? ????? ????? ????? ??? ??? ??,hate,angry
?????? ??? ???? ????? ??? ?????? ??? ??????????? ??? ????????? ???? ??? ???,hate,angry
????????? ,hate,angry
?????? ????,hate,angry
???? ?????,hate,angry
????? ???? ??? ,hate,angry
???????? ?????? ??? ???,hate,angry
???? ???? ???,hate,angry
???? ???????? ?? ????,hate,happy
??????? ??? ??,hate,angry
?????,hate,angry
?? ??,hate,happy
?? ?????? ??? ???? ,hate,happy
?? ????????? ????????? ????? ??? ??? ?? ?????,hate,angry
"?????? ?????, ?? ???? ????? ",hate,sad
?? ?????? ?????,hate,angry
?????? ???? ?????,hate,angry
??????? ??????? ????? ????,nonhate,sad
????? ???? ??????? ???? ?????? ????? ?? ????? ????,nonhate,sad
????? ????? ???? ?????? ?? ?????? ???????????? ??? ????,hate,angry
?????? ?? ???? ??? ?????? ??????? ??? ???? ????????,nonhate,sad
???? ??? ????? ????? ????? ??????? ?????? ??? ?? ???????? ???????,hate,sad
"?? ?????? ??? ???? ???, ???????, ??????? ?? ???? ???? ?????? ??? ",hate,sad
?? ???? ????? ??? ?????? ?? ??????? ???? ?? ???? ???,hate,sad
??? ????? ???,hate,angry
???? ?????,hate,angry
"?????? ???? ???? ??, ?????? ?????? ???",hate,angry
?????????? ?????? ???? ???? ???? ???? ???? ??,hate,sad
??????,hate,angry
?? ?????? ??? ???? ????? ????? ????? ???,hate,happy
????? ?? ??? ????? ???????? ??? ???? ????? ??? ???? ????,hate,angry
???? ??? ?????? ?????? ???,hate,angry
?? ???????????? ?????? ??? ???,hate,angry
???? ????????? ???? ?? ?????,hate,sad
????? ???? ????? ????????? ??? ?? ???? ???? ????? ?????????? ???? ???? ,hate,angry
?? ????? ?????????? ????? ???? ??? ????? ?????? ?????? ????? ?????,hate,sad
????? ????? ???. ????????? ???,hate,sad
?????? ?????? ???? ????? ?????????? ,nonhate,happy
?????? ????? ??????,hate,sad
"???????, ?????????? ?????? ",hate,happy
?????? ??? ?? ???? ???? ????,hate,sad
??????? ?? ????? ?????????? ?????? ??? ,nonhate,sad
?????? ????? ???? ?? ??? ? ???? ?????? ?????,hate,sad
?? ?????? ???? ?? ???? ????? ??? ?????,hate,sad
????? ????? ??????? ???? ??? ?? ???? ?? ??? ????,nonhate,sad
??????? ??? ????? ???? ???? ??? ???? ????,hate,sad
??????,hate,angry
?? ??? ????? ???????? ???? ???,hate,sad
???? ???? ??? ???? ???? ????? ???? ??? ??? ??? ?? ??????,hate,angry
??????????? ??????? ?????? ????????? ????? ????? ??? ???? ???,hate,sad
??? ??????? ???? ???? ???? ??? ???? ???? ???????? ???????,hate,sad
????? ??????? ?? ???? ???? ????? ?? ????? ??? ? ??????.,hate,sad
???? ???? ?? ???? ???? ???? ????? ????????? ???? ?????,hate,angry
????? ?????? ?? ???? ???????,nonhate,happy
???????????,hate,angry
?????? ?? ????? ,hate,angry
????? ?????,hate,angry
?? ???? ??? ?????? ??? ?????? ????? ????,hate,sad
???? ????? ???? ???? ???? ?????????????? ?????? ??????? ???? ??? ???,hate,happy
????? ????? ???????,hate,sad
??? ??? ???? ???? ??? ?????!,nonhate,happy
????? ?? ?? ??? ,hate,angry
???? ???? ????? ????? ???? ?????,hate,angry
??????? ??????? ????,hate,angry
"???????? ????? ???,",hate,angry
??? ???? ??? ???,hate,angry
????????? ??????,nonhate,sad
???????? ?? ??? ???? ??????? ??? ???? ?? ,hate,angry
?????????? ????? ??????? ?????? ???,hate,sad
???? ??? ???????? ?????? ????? ?????,hate,sad
"???? ????, ?? ???? ????? ????? ??? ????? ??? ????!",nonhate,sad
"?? ??? ????? ??? ??? ?? ??? ?? ???? ????? ????,",hate,angry
???? ?????? ??? ??? ????? ??? ?????????,hate,sad
?????? ???? ????? ????,hate,angry
???? ???? ?????,hate,angry
"????? ?????? ???????? ?????? ???????, ?????? ???? ???? ???????? ??????? ???????",hate,sad
????? ?????,hate,angry
???? ?????? ???????? ??? ?? ???? ???? ????? ?? ?????? ?????,hate,sad
??? ???????? ???????,hate,sad
"???, ?????? ????",hate,angry
??? ??????? ?????? ?????? ?? ??? ,hate,sad
"?????????? ???, ????? ?????? ???, ?????? ?????? ??? ????",nonhate,sad
???? ????? ?? ????? ???????? ?????? ????? ???? ???? ????? ????????,hate,sad
????? ??? ????? ?????? ????? ???? ???? ???? ????,hate,sad
??? ??? ???? ??? ?? ??? ?? ?????? ???????? ???? ??? ???,hate,sad
????? ?? ??? ,hate,angry
?? ????? ??? ????????? ???? ????,hate,angry
????????,hate,angry
???? ???? ????? ??? ?????? ?????,hate,angry
??????? ????? ????,hate,angry
???? ????? ???? ,hate,happy
?????????? ???????,hate,angry
"??? ??? ??? ??? ?? ?? ???? ?? ?????? ???, ?? ?? ?????",hate,sad
? ??? ??? ????? ??? ???? ??? ????? ????,hate,sad
?????? ????? ????? ????? ????? ?????? ????,hate,sad
??????? ????,hate,angry
??????? ????? ?? ??? ??????,hate,angry
??? ????? ???? ????? ??????,hate,angry
???????? ????? ?????? ?? ??????? ????? ???? ???? ?? ??? ????? ?????,nonhate,sad
???????? ????? ???? ????? ???,hate,sad
????? ?????? ??????? ?????,hate,happy
??????,hate,angry
?????? ?????,hate,angry
?????? ???? ?? ??? ,hate,angry
???? ??????,hate,angry
"????? ?????? ???????????? ?????? ??? ???? ??? ?????? ???? ????, ?????? ?????? ????",hate,sad
????? ??????,hate,angry
??? ?????? ?? ??? ?????? ????? ??????? ????? ???? ???? ?????? ????,hate,sad
?????? ,hate,angry
???????? ?????? ,hate,angry
??? ?? ?? ????? ??? ?????? ???? ???? ????? ???? ???? ???? ??????,hate,angry
"??? ?? ?? ??? ??? ??????, ??? ??? ??????, ??,???? ??? ??? ??????",hate,sad
????? ????? ????? ????? ?? ?????,hate,sad
??????? ?? ?? ??,hate,sad
"?????? ??? ????, ??? ???? ????? ???? ???,",hate,angry
???? ??? ?????? ???? ,hate,sad
??????,hate,angry
??? ???,hate,angry
"?? ???? ???? ??? ??? ?? ????? ?? ??????,?????",hate,sad
?????? ??? ???? ????,hate,angry
???,hate,angry
"?????,",hate,angry
??????? ????,hate,angry
? ?????? ????? ,hate,angry
?????? ???? ??? ????? ??? ????? ?????,hate,sad
?? ????? ????? ???? ??????? ???? ??,hate,angry
??????,hate,angry
???????,hate,angry
????? ???? ?????,hate,angry
???? ???? ????? ????? ???? ?? ??????? ?????.,hate,sad
???? ???? ???? ?????,hate,sad
?? ???? ?????? ?????? ???? ???,nonhate,sad
????? ?????? ?????? ????? ????? ????,hate,sad
??? ?? ?? ?? ??,hate,sad
???? ?? ???? ?? ?? ??? ??? ??? ???? ????,hate,sad
???? ?? ???? ???? ?? ??????,hate,sad
???? ??? ?? ????? ,hate,angry
??????? ????? ???????,hate,angry
???? ??????? ?????? ????,hate,angry
??? ?? ????????,nonhate,sad
????? ????? ?????? ???? ???? ????? ??????,hate,angry
?????? ????? ???? ???? ???? ?????? ????,hate,sad
??? ?? ???? ?????? ????? ?????,hate,angry
????? ??? ???? ????? ???? ???,hate,sad
???????,hate,angry
????????? ????,nonhate,happy
??? ?????? ??? ??????,hate,happy
???? ?? ????????? ??? ?? ??? ????? ???? ??,hate,angry
?? ???? ?? ?????? ???? ???? ???? ??????? ??? ???? ,hate,angry
??? ?????? ???? ?????? ?????,hate,angry
????? ??? ?? ??? ????????,hate,angry
??? ?? ??? ???? ?? ???,hate,angry
???? ???? ??????? ??,hate,sad
?? ????,hate,angry
????? ????? ?????? ??? ???????? ???? ????,hate,angry
??? ??? ????? ???? ???? ????? ?????,hate,sad
??????? ??????? ?? ?? ??? ?? ???,hate,sad
??? ??? ??????? ??? ????? ????? ????? ????,hate,sad
??? ?? ???? ????? ???? ???,hate,angry
????? ??? ?????? ?? ??????,hate,angry
?????????? ???????,hate,angry
"????? ??????? ??? ?????? ??? ???, ?????? ????????",hate,angry
"??????,????? ???????? ????? ?????, ???? ???? ?????? ????????",hate,angry
???????? ???? ???? ???? ????? ???????? ??? ??? ????,hate,sad
?????! ???? ?????! ??? ???? ????? ????!,hate,sad
???? ???? ?????? ??? ?????? ????? ?????? ?? ,hate,sad
???? ???????? ?? ???? ????? ,hate,sad
????? ?? ????? ?????????? ??? ????,hate,sad
??? ???? ?? ????? ??? ??????,hate,angry
????? ????? ????? ????,hate,sad
???????? ?????? ??? ?????? ??????? ??? ????????! ???? ?? ???????? ??????,nonhate,happy
??????? ????? ???? ??? ??????? ??????? ???? ????? ?????,nonhate,sad
?????? ???? ???? ???????????,hate,happy
"???? ???? ????? ??? ???? ???? ????, ?? ??? ??? ???? ???,",hate,sad
????? ???? ???? ??? ???????? ???? ???? ????? ?????,nonhate,sad
????? ?? ??? ??? ??????,hate,angry
???? ???? ??? ??? ?? ??????? ???????? ????,nonhate,sad
?? ????-????? ???????,hate,sad
????? ??? ?????? ?? ???? ??????? ??????? ??????? ??? ????,hate,sad
?? ???? ???? ???? ????????????????? ??????,nonhate,sad
?????? ????? ?????,hate,angry
??????,hate,angry
"?????? ?? ?? ??? ???????? ???? ?? ?? ??????, ????? ?? ??? ???? ??? ?????.",hate,sad
???? ?????? ????,hate,angry
???????? ??,hate,angry
?????? ?? ?? ????? ???? ?????? ???????,hate,angry
?????? ????? ???? ??? ??????? ?????? ???? ?????,hate,angry
?? ???????? ???? ??????,hate,happy
"????? ???? ??? ??? ?? ????, ",nonhate,sad
????? ?????? ?? ??? ???? ?????,hate,angry
???? ????? ???????!,hate,angry
?? ?? ??????? ?? ??????? ,hate,sad
??? ????? ,nonhate,happy
?? ????????? ?? ??????? ???? ???? ?????? ????,hate,angry
??????? ????? ??? ?? ????? ??? ?? ????,hate,sad
?? ????? ???? ?????? ?? ????? ???????? ??????? ????? ???? ??,hate,angry
?? ???? ?? ???? ???? ?????? ?????? ???????,nonhate,sad
"?? ????????, ?? ????? ?? ",nonhate,sad
??? ????? ??????? ???? ?????,nonhate,sad
??? ?? ??? ????? ??? ?????? ???????? ?????? ???????,hate,sad
?????????? ?????,nonhate,sad
?????????? ,hate,angry
??? ??? ???? ????? ??? ?????????? ,hate,angry
?????????? ???? ????? ????,hate,angry
????? ????,hate,angry
???? ? ????,nonhate,sad
??? ????????,hate,angry
???? ??? ???? ??????,hate,angry
???????? ????? ?? ????? ???????? ????,nonhate,sad
???? ???? ??? ???? ??????? ????? ?? ?????? ????? ??? ?? ???? ?????? ??????? ??????,hate,sad
???? ????? ?? ??????? ???,hate,sad
????? ?? ???? ?????? ?????,hate,sad
???? ???,hate,sad
????? ?????? ?????? ????,hate,angry
???? ?????? ???? ??? ??????? ,nonhate,sad
????? ???? ?? ???? ???? ???? ????????? ???,hate,sad
??? ??? ??????? ??? ????? ?? ??,hate,sad
???? ???? ????? ???? ?????????? ??? ???? ??? ??????,hate,sad
????? ????,hate,angry
??????,hate,angry
?? ????????? ?????,hate,angry
??? ??? ??????? ?? ??? ??????? ??????????? ?? ????? ???? ?? ????? ??,hate,angry
????? ???? ??? ??? ??? ?????? ,nonhate,sad
????? ????????? ????? ??? ????? ?? ??? ??????,hate,angry
????? ??????? ,hate,angry
