Comments,HateSpeech,Emotion
আপনাদের কি কাজ নেই তাদের পিছনে পড়ে যান,hate,sad
এই বেডি গ কাম কাজ নাই এ কপি করছে ওকে ও কপি করছে একে পাল্তু ,hate,sad
এখন তো মনে হইতাছে পৃথিবীর সমস্ত ড্রাইভার রা কপি করে ,nonhate,sad
"তোদেরকে  এইটার বাড়ি দেওয়া উচিত, তোরা যা পাও তাই নিয়েই নিউজ বানাও",hate,angry
পরিমনির সাথে কেমনে বুবলির তুলনা চলে,nonhate,sad
কই রাজরানী কই চুতমারানি ,hate,sad
মিথিলার গাল ফুলে গেছে ,nonhate,sad
মিথিলাকে কি সতিন বানাবেন নাকি বোন,nonhate,sad
তোর অবস্থা হাহাহ,nonhate,happy
"আসলে আপনার কোনো দোষ নাই, আপনার চয়েজ খারাপ ",hate,sad
রাকিবের মাইর খাই মিথিলা ফুলে গেছে ,hate,angry
জাতি এত তাড়াতাড়ি সবকিছু কেমন ভুলে গেলো!!,nonhate,sad
আপনার স্টুডিওতে কি এর ছেয়ে ভালো মানুষ আসে না দেখেন কি ধরনের মহিলা আপনি্,hate,sad
ছি রে গাল-ডিয়ে দেহা যায়,hate,sad
এই মিথিলারে দেখলে বমি আসে ,hate,sad
মিথিলা তুই তারপর সেকেন্ড বিন্দিয়া না,nonhate,sad
৩ নাম্বার বউ হবি,nonhate,sad
আর বিন্দিয়া সাজু ঘরের হেতির সতীন ,hate,angry
নিজেরা কে ভূতের মত লাগছে ,nonhate,sad
গোল আলু,nonhate,sad
পুদিনা হারবার খাইছে,nonhate,sad
ফালতু যতসব ,hate,angry
হিজরার মতো লাগে আগে সুন্দর লাগতো।,hate,sad
এখন মুক ফুলে বেকা হয়ে গেছে ,hate,sad
বিয়েভার!! নতুন শিখলাম,nonhate,sad
বিন্দিয়া আফা আপনার সতীন কই ,nonhate,sad
তোর ব্যাটার লজ্জা শরম বলতে কিছুই না ব্যাটা তুই তো একটা হিজড়া হিজড়া ভালো আছি বেডা,hate,sad
প্রিন্স মামুনের পাশাপাশি লায়লার ও শাস্তি হওয়া উচিত মেয়ে বলে কি বেচে যাবে?,hate,angry
এই ফাঁকিব খানের অত্যাচারে তো থাকাই মুশকিল!,hate,angry
ঝড়টা কোনদিকে গেল ভাই উপর দিয়ে নাকি নিচ দিয়ে ইয়ে মানে,nonhate,sad
ঝড় হয়ে গেলো যানতেই পারলাম না,nonhate,sad
আরে এতো দেহি রাসেলের বাসার কাজের ছেরি।,nonhate,sad
আবারো কাম সারছে। এবার হয়তো এইচআইভি নিয়ে দেশে ফিরবে ,nonhate,sad
"এই মডেলকে জীবনে কোন ইংলিশ মুভিতে দেখি নাই, শালার পাগল সব ",nonhate,sad
বুঝছি আস্তে আস্তে সকল নিউজ চ্যানেল ব্লক করা শুরু করতে হবে,hate,angry
বাংলাদেশের নাম্বার ১ দাউদ চুলকানির মলম বিক্রেতা।,nonhate,happy
তোর কারনে বাংলা সিনেমা ধংস,hate,angry
কারন তুই পা চাটা লোক,hate,angry
এই হালায় কয় কি ভালো গল্প নিজের ঢোল নিজেই পিটাই,hate,sad
পাগলের সুখ মনে মনে,nonhate,happy
এই সালা মনে হয় কোন একসময় হকারি করতো,nonhate,sad
খালি কলশি বাজে বেশি এর হচ্ছে এ অবস্থা ,nonhate,sad
পাগল হয়ে গেছে পাবনায় পাঠাতে হবে,nonhate,sad
আপনার মন মতন হয় দেখেই তো পাবলিকে খায় না,nonhate,sad
শালায় পাগল হইছে ,nonhate,sad
বাওতা বাজি বন্ধ কর,hate,angry
টাকলা সব সময় বড় বড় কথা বলে,hate,sad
ডেডবডির ক্ষেত্রেও একই কথা বলেছে কিন্তু বেশি চাপাবাজীর জন্য ফ্লপ।,nonhate,sad
কয়টা হল পাইছস গর্ভবতী,nonhate,sad
